SPID,DiffEx_ID
P11497,
P11029,
Q8C525,
P11497,
O00763,
Q8C525,
P11497,CGI_10015102
P35251,
Q9P2Z0,
A0JPI9,
P08510,
P08621,
Q7Z4L5,
P48643,
Q9MYX8,CGI_10015119
P15146,
P29172,
Q28I29,
Q8BGD9,CGI_10015124
Q3ZBL4,
P21163,
A2A6A1,CGI_10015128
Q1KKR9,
Q6PFY8,
Q7Q968,
P19217,
Q9BXM7,
Q9U9P7,
P10076,
Q5RCB9,
Q8WZA1,
Q7ZVP8,
Q6PID6,CGI_10015146
Q0R4F1,
Q5UAW9,CGI_10015148
Q8NBH2,
Q8CIV2,
Q6AXK4,
Q3ZBT1,
Q13635,
P24155,
P24155,
P70555,
Q66KG0,
Q9Y226,
Q70BM6,
Q95R48,
Q66J54,
P49013,
B6E465,CGI_10015177
Q6PFY8,
Q8NB78,
P25071,
A3KPQ7,CGI_10015182
Q9UHN6,
P15822,
Q9Y345,
P18503,
P21956,
Q5TC84,
B2GUP8,
Q9WTP3,
O95238,CGI_10015192
Q4KLT0,CGI_10015194
P07872,
P11240,
O61463,
Q16RX1,
Q68FD5,CGI_10015202
Q3UPR9,
Q6NS15,
P45377,
O08782,
P45377,
P45377,
P62324,
Q6P1C1,
D2GXS7,CGI_10015212
Q09654,
D2GXS7,
Q09654,
O75382,CGI_10015217
O75382,
P61962,
Q8VI24,CGI_10015221
P62197,
Q6IQX7,
F6ZQ54,CGI_10015224
Q16206,
Q5ZJP5,CGI_10015226
P14629,
Q9ESX5,
Q7QB13,
O70277,CGI_10015233
Q9SD39,
Q9Y2J2,
P55809,
Q24547,
Q9D0K2,
C9JTQ0,
A6NM15,
P09481,
P09481,
Q91918,
P37383,
Q15431,CGI_10015254
Q24212,
Q96KG9,CGI_10015257
Q6P158,
P38584,
Q13003,
Q6WZ17,
C3YWU0,
O75800,
Q9Y6R7,
Q6ZTR7,
A7Y2W8,
Q6Y288,
Q8IYT8,CGI_10015287
O08715,
Q9CXP9,
Q5SVD0,
P51452,CGI_10015294
P51452,
Q9ER74,
Q9NPA5,CGI_10015299
Q08J23,CGI_10015300
Q8TE57,
Q8TBB5,CGI_10015302
Q8K2M3,
A4IHD2,
Q9Y4B4,
Q9Y4B4,
Q09654,
Q9Y4B4,
Q4KMD7,
Q9BYU1,
Q5BLK4,CGI_10015318
Q8NFZ3,CGI_10015320
Q6DJK9,
Q92771,
Q5TGI0,
Q8K4G5,
Q9Y5P8,
Q0P4F7,
Q3UGF1,
Q3UGF1,
Q3UGF1,
Q6PCR7,
Q9H0W7,
O02824,
Q3T0J9,
Q174I2,
Q9BXJ4,
Q9BXJ4,
Q6PCJ1,
Q9VUL9,
P70684,
Q6DIZ8,
Q9NRK6,
P16537,
Q54J55,
P48601,
Q9TU19,
P50430,
Q5FYB0,
P15848,
P50430,
P50430,CGI_10015369
Q8TDJ6,
B1AWI6,
B1AWI6,
P80646,
Q94126,
Q6INU7,
Q5VVH5,
Q7K1V5,
O42287,
Q5FW12,
A2RUW1,
Q9HAT2,
Q9U1M8,
Q5RHP9,CGI_10015401
Q6Y1H2,
Q6Y1H2,
Q6P829,
Q9GMA3,
Q9P2D0,
Q8K0U4,
Q96QU1,
C9D7C2,
Q96NS5,
Q3URK1,CGI_10015417
Q9D489,
Q1LWV4,
Q8C0X8,CGI_10015424
P20478,
P15105,CGI_10015426
Q5VT06,
Q5VT06,
O60262,
A5GFN6,
A5GFN6,
Q6TLF6,
Q6TLF6,
Q6TLF6,
Q6DF62,
P00126,
Q8MJC3,
O95992,
Q6DIB5,
O13395,
D2GXS7,
O54891,
Q01177,
Q3T0D6,CGI_10015451
Q66J69,
Q9C6B9,CGI_10015458
Q9Y5B0,CGI_10015459
Q5F3Z3,CGI_10015460
Q09128,
P56395,
Q505D1,
Q6RHW4,
Q6RHW4,
Q12794,
P55088,
P16066,
P86854,
P56518,
A4IGL7,CGI_10015472
Q0V8S9,
Q7ZUX6,
Q96LT7,
D2GXS7,
Q9UGM3,
Q96AX9,
Q68LP1,
P86854,
P27046,
Q6TH01,
Q16956,
Q5ZJR3,
O75581,
O75095,
Q6YHK3,
Q3B725,
Q5R5V4,
Q9CR16,
P25153,
Q9NUQ7,
P08630,CGI_10015507
Q5U3V7,
Q7PR68,CGI_10015509
Q91YK0,
Q60870,
A0JM12,
Q2KJC9,
Q24372,
Q864S8,
Q5BIM1,
Q6PCJ1,
Q6PCJ1,
Q54JJ3,
P79782,
Q99PP7,
Q5BIM1,
Q9QUS6,CGI_10015538
Q5ZKI4,
A9RA88,
Q640P2,
P53712,
P25067,
Q9UHN6,
P31316,
Q13003,
P48058,
Q63273,
Q5W041,
A7E300,
Q99715,
Q9ESQ4,
A5PKK7,CGI_10015560
Q9NPC3,
Q7T010,
Q9UKJ5,
P0C2C1,
P08953,
Q708S5,
P10280,
Q92968,
P17970,
P17970,
Q6INX4,
P12270,
Q9UIF3,
Q80WQ6,
P34056,CGI_10015578
Q9BYT1,
P79218,
O14638,
Q9VZW5,
Q8YRI1,
Q8AWB5,
Q8AWB5,CGI_10015587
Q8AWB5,
P30975,
Q499S9,
Q9BUJ2,
Q9BSD7,
Q9D1G5,
P36975,
P36975,CGI_10015600
Q5PPN5,
P18503,
Q94045,
Q642T7,CGI_10015605
Q6P2K6,
Q5VT66,
Q9Y6R7,
Q96L93,
Q8WNU8,
P51452,CGI_10015616
Q9H490,
Q9NX74,
Q7ZX96,
Q6UB98,
Q99P50,
P48985,
Q05909,
P86854,CGI_10015627
Q6NYL3,
Q0VD31,
Q91XN4,CGI_10015630
Q8BGG9,
Q6DFV8,
Q3TZX8,
Q3UVX5,
Q9NZQ8,CGI_10015636
Q924W6,
Q07130,
Q9P1Q0,
Q5RBN9,
Q9NRL2,
Q5ZME2,
Q6P9U1,
Q2KIU7,
Q5G267,CGI_10015645
B7ZUF3,
Q9ESN6,
O88874,
P51645,
P07439,
A6QP79,
P14133,
O88281,
P07949,
Q9HC21,
Q2PZL6,
Q99MW1,
P97363,
Q9ESN6,
O08648,
D2GXS7,
Q6PFY8,
D2GXS7,
Q13263,
A4IF63,
Q16563,
Q9M0X9,CGI_10015679
Q9M0X9,
Q9M0X9,
Q9JJJ7,
Q921Y4,
Q6GMG6,
P13944,
Q9D411,
Q6NYI0,
Q43125,
Q9ESQ4,
Q9VZW5,
Q16943,
Q76FK4,
Q3T052,
Q96MM6,
Q8K0U4,
Q8K0U4,
Q8K0U4,
O43301,CGI_10015710
Q90YI5,CGI_10015711
Q6AY65,
Q17LW0,
P48149,
Q4R744,
P25386,
P49003,
P30884,
Q9GT50,
Q5XK91,
Q90773,
Q8NF91,
Q8NF91,
Q6ZWR6,
Q5PPM7,
Q3TDN0,CGI_10015732
Q5R5J7,
Q8R1B8,
Q7TPH6,CGI_10015738
A2VDD2,
Q5E9G6,CGI_10015740
Q8WZ64,
Q19503,
A4IH75,CGI_10015743
Q9H5F2,
Q924A2,CGI_10015746
Q9GZQ4,
Q9UIW2,
Q4ZJM9,
P83425,
O60494,
Q497V5,
P18433,
P20693,
Q14008,
Q9BXJ3,
Q07008,
Q20681,
Q20681,
B7U179,
Q6PDJ1,
Q8R0F5,
Q761V0,CGI_10015776
A7Y2X0,CGI_10015777
Q9N003,
D2GXS7,
Q9H8W5,
F7H9X2,
P27482,
Q91981,
Q69ZW3,
Q9HCU4,
P09479,
Q8SPU7,
Q9X6U2,
Q9YGD2,
Q9QYF1,
Q9VUL9,
P16066,
Q07553,
P83371,CGI_10015798
Q32LQ6,CGI_10015799
Q9DCT6,
Q8RA32,
Q9CR95,CGI_10015804
P46088,
P46088,CGI_10015808
P46436,
Q09225,
Q6DIV6,
O08781,
P42337,
Q13136,CGI_10015818
Q94650,
Q6GL41,
Q03567,
Q9NRA2,
Q96DR7,
P20693,
A2BID5,
P34371,
Q86Y13,
Q1L8X9,
Q6ZRS2,
Q6ZRS2,
P08004,
A6BM72,
Q0V8F1,
Q24331,
A0JMU5,
O95714,
Q5RJ80,
Q8NFW9,
P56276,
Q96PB1,
Q07957,
Q08AI6,
Q6ZQB6,
Q8C8H8,CGI_10015861
Q8C525,
Q9Y6P5,CGI_10015868
Q008S8,
Q9VCA2,
P06731,
P48416,
Q3MHL8,
Q5IS76,
P02712,
O43822,
P02707,
P62184,
Q7ZW47,
Q6P5L8,CGI_10015884
Q9UL36,
Q5RAA9,CGI_10015886
Q5RHR6,
Q4LDE5,
A2VE54,
Q8N697,
Q9JLQ2,
Q86YJ7,CGI_10015899
Q2TBU3,
Q15935,CGI_10015901
Q9CXE2,
P83851,
Q69ZK9,
P82198,
Q91754,
Q3UM45,
Q7TMA5,
A0JN80,
Q4VIT5,
P15253,
Q9C0D3,
O00763,
P20241,
Q05695,
Q7ZW34,
A0JPI9,
P11031,
Q5ZI43,
Q3UTY6,CGI_10015927
Q5A2K0,
Q3B7D5,
O00909,CGI_10015931
P91924,CGI_10015932
P91924,
P51824,
Q9ERU2,
Q09811,
Q14191,
Q8WWF8,
Q8WWF8,
Q4AE28,CGI_10015952
Q6DDL7,
P34528,
P02469,
D2GXS7,
P47751,
O74690,
Q6P8E9,CGI_10015969
P33124,
Q86WI1,
D2GXS7,
O76463,
Q86X76,
B2RU80,
P13674,
P08183,
P21439,CGI_10015979
Q6INN8,
Q0VCA5,
P70031,CGI_10015982
Q9C585,
Q2HJ41,
Q99JY4,
Q6XQH0,
Q6G8L7,
Q5I0K7,
D2GXS7,
D2GXS7,
Q5E980,
Q6UW02,
Q96RW7,
Q9NQV7,
Q96EQ9,CGI_10016009
Q08DY8,
Q6PAL0,
Q6DHQ1,
Q69Z28,
Q4LDE5,CGI_10016016
C7G0B5,CGI_10016017
Q6NV04,
A4QN56,CGI_10016019
P12812,
Q9ES30,
Q7Z5L3,
Q7Z5L3,
Q9WTX6,
Q01528,
O61577,
Q566U4,
Q8HZ58,
Q7M6Z0,
P11976,
Q9NY15,
O11780,
Q9VZW5,
Q3TIX9,
P58390,
O93603,
A0JM12,
Q2EMV9,
Q460N5,
Q460N5,
Q2EMV9,
Q2EMV9,
P15043,
Q9HCF6,
Q9Y4B6,
Q95ZJ1,
B6P4U0,
Q99JH1,
P57760,
Q9Y6R7,
O69060,
Q5ZJI9,
O95239,
Q7TNC8,
Q1JQC6,
Q9GZT8,
B1WC97,
Q6PAY6,
Q6PCS6,
P27694,
P35240,
Q9VYB7,
Q96RR4,
Q5ZKU1,
Q6NX31,
A2RU49,
A2RU49,
A2RU49,
Q9R087,
Q8BIK4,
Q8BJ66,CGI_10016111
Q6ZRF8,
D2GXS7,
Q6ZRF8,
Q8N9L1,
O73689,
Q15915,
A0JC51,
Q80SV1,
Q33E94,
Q5SNQ7,
P56696,
Q4UMH6,
O58687,
P25291,
Q6ZWJ8,
O13134,CGI_10016129
Q91616,
Q24524,
Q24524,
Q40784,CGI_10016135
P14184,
P13908,CGI_10016138
Q7QC84,
Q0P4V4,
P39942,
Q66IV5,
Q0VC16,
Q7ZYC4,
Q4UMH6,
Q8NDA2,
Q9QZR8,
Q90XB3,
Q13516,
Q90XB3,CGI_10016152
Q6DH69,
Q60769,CGI_10016154
A1A4R8,
Q9UJX2,
Q8BZ25,
P52742,
Q5ZM98,
Q5BJW3,
Q9BX70,
Q8R0M8,
Q6ZSM3,
O60502,
Q59990,
Q8VCD6,CGI_10016172
Q15652,
Q54KA7,CGI_10016175
Q9SQK3,
Q8TC84,
A0JPI9,CGI_10016178
Q93356,
Q8WUB8,
A1L1R5,
O43704,
P73421,
Q9HCH3,
Q9DC53,
Q6PFY8,
Q9ESN6,
Q16974,
Q16974,
Q7ZVT3,
Q9NS00,
Q9ULJ7,
Q920N7,
Q460N5,
Q80V70,
Q55E58,CGI_10016213
O75494,
A8WGA3,
Q8R0M8,CGI_10016217
Q9Y5K3,
Q8ITC7,
Q8K0U4,
Q8BMD2,
Q27968,
Q80UC8,
O42260,
Q8R146,
Q8CIR4,
Q7Z4N2,
Q3SZZ7,
P98194,
Q9P2T1,
Q63ZR5,
Q96KP1,CGI_10016246
Q8NCC3,
O57415,CGI_10016252
O08654,
Q13951,CGI_10016254
Q6ZRF8,
P17336,
P70080,CGI_10016258
Q5TUE9,
Q92851,
Q5XK67,CGI_10016261
Q9JJZ5,
O43301,
Q8K0U4,CGI_10016264
O66878,
Q9W6F9,
Q17QR8,
P32240,
Q6P8U6,CGI_10016271
Q6P8U6,
Q5BKQ4,
P54316,
P06857,
Q6PFY8,
A7Z019,
Q0VCA9,
Q3ZBL5,
Q7SIC1,
P70187,
Q54G05,
A4IF63,
P30875,
P16895,
P24014,
Q7L1W4,
Q8R5M3,
D8VNS7,
Q5F389,CGI_10016297
Q64127,
Q5R9B8,
Q2VPU4,
P46531,CGI_10016302
Q64459,
Q24740,
A6QP66,
P17276,CGI_10016307
Q7Z5L3,
P29240,CGI_10016310
Q5ZL33,
Q54J55,CGI_10016313
P42577,CGI_10016317
Q9ES30,
Q9H6U6,CGI_10016323
Q9IBC8,
O73718,
Q3YK19,
Q8K370,
Q9VVE5,
Q9VVE5,
P26439,CGI_10016334
Q9BZA8,
Q7Z5L3,
Q81ZL2,
Q7Z5L3,
Q13489,
Q8CFR0,
Q7Z5L3,
P41437,CGI_10016354
P41437,
P41437,
Q7Z5L3,
O88992,
Q8JHV9,CGI_10016363
Q13490,CGI_10016364
Q9ER34,
Q53H80,
Q149N8,
P86856,
P30430,
Q9ESN6,
O97902,
Q80UJ9,
Q91Y25,
Q6IDD9,
Q14202,
Q9DC48,
Q8VHI6,CGI_10016382
Q9UPY6,
Q9UPY6,
Q8BMF3,
Q96DA2,CGI_10016388
Q9BYB0,CGI_10016389
Q9EP86,
Q80V70,
Q8BQ86,
Q01528,
Q9QZ05,CGI_10016395
Q9QZ05,
Q8BRH4,
Q9Z2G9,
Q9VQX4,
F7J220,
Q9JI12,
Q32LE3,CGI_10016406
Q54D75,CGI_10016407
Q8K3X2,
Q5BIM1,
Q9ESN6,
Q8AVS9,
Q3SYV5,
Q9EPZ8,
Q9Z2I9,
Q8TE60,
P25067,
O54750,
Q2VLG6,
P86958,
Q17LW0,CGI_10016431
Q9H9B4,
Q3T0S0,
Q8AV57,
Q9EQZ7,CGI_10016437
O75886,CGI_10016438
Q07263,
A1L162,
Q53TQ3,CGI_10016441
A1L1F6,CGI_10016442
Q61140,
O70244,
P20918,
Q8JI28,
P70549,CGI_10016450
P49815,
P16233,
Q9FT72,
Q9I928,
Q7SIC1,
Q9I930,
Q5BIM1,
B3DK56,
Q9UGM3,
Q0VFN8,
Q92506,
Q9CX34,
Q9P1Z9,CGI_10016472
Q0VCA2,
Q5IFJ8,
Q9Z122,
A2AVA0,
P43679,
P18503,
P18503,
Q6PV61,
Q6GM82,
Q5RE48,
Q9WV30,
Q0T506,
Q5I0E9,
A6H687,
Q9CQQ8,CGI_10016491
A6BM72,
Q9UBU6,
Q5F471,
Q8C8M1,CGI_10016499
Q9VF81,
Q6AZT7,
Q61982,
Q9NYL5,
Q8BHW2,
Q6GQN8,
Q6GQN8,
Q6Q759,
Q9EPW9,
Q9Y2C9,
Q04592,
Q9DEB5,
Q8VZI2,
Q9QZE7,CGI_10016518
Q96L93,
O09101,
Q5FWF7,
Q9WVC7,CGI_10016523
Q8NBD8,
Q5RGT6,
Q7L8A9,
Q5T3U5,
Q5F3L1,CGI_10016528
Q6PFS2,
Q9WUB3,
A2BD83,
P0CB42,
Q07837,
Q9QXN5,CGI_10016536
A6QQZ7,
Q9Y2X3,CGI_10016539
Q07553,
Q07553,
P61024,
P70097,
Q86WZ6,CGI_10016544
Q92542,
Q6NZL8,
P0C6B8,
Q4LDE5,
Q15428,
Q1RKN3,
Q06732,
O43916,
Q05A80,
B2LT62,
Q6R5N8,
Q6R5N8,
Q15119,CGI_10016563
A2VD23,CGI_10016565
Q9MA55,
Q9QZH4,
Q96RW7,
A0JM12,
Q96KG7,
O75095,
Q9ESN6,
P82596,
Q69FH1,
P86854,
O70165,
Q9Y4B6,
Q08CX2,
Q7SIC1,
P82600,
Q9JLC8,
Q96KG7,
P57756,
Q8AXY6,
P14210,
P50343,
A0PJE2,
P49129,
Q6P6E6,
Q6DGA6,
Q8CDF7,
Q96RW7,
Q7ZV20,
A5D7C1,
Q29RN6,CGI_10016621
O75717,
Q1JQ99,CGI_10016624
Q0VAA2,
P42674,
O93610,
Q567G6,
Q9DB43,
P14408,
P36888,
Q0VAA2,
A0JPI9,
Q0V8M0,
O19071,
P05176,
P56592,
Q9BW91,
A5PJZ2,
Q4R7E2,
Q80WK7,
Q3SZI0,
Q9UGM3,
Q61554,
P53773,
Q0KIA2,
Q9R1X4,
Q9DBB9,
P49762,
P49760,
Q9Y2I7,CGI_10016663
Q9NVV5,
P52168,
Q99L13,
Q9C0I4,
Q0V8K7,
Q9ESN6,
Q60MF5,
Q96FG2,
Q96FG2,
Q68D06,
O75382,
P18910,
P33262,
O55071,
Q12955,
Q7YW31,
Q20930,
Q20930,
Q9WUQ1,
Q96D21,
P58283,
Q3U4H6,
Q6AYA6,
Q9UN19,
Q61160,
P86854,
Q3URD3,
Q8BH65,
P10079,
Q641C8,CGI_10016709
P21917,
P06734,
P62256,
Q5R9K9,
Q9GL24,
O70370,
Q26636,
Q26636,CGI_10016721
Q26636,
Q5XIK8,CGI_10016724
P05090,
Q64127,
Q7Z3U7,
Q94126,
Q7Z3U7,
Q28596,
Q9HAU5,
Q80TL7,
A7SMR0,
Q5BIM1,
Q9NQ86,
Q4PMB3,
Q07243,
P25169,CGI_10016743
Q8TF42,
Q6NVE9,
Q6WBX8,
Q3T0M0,CGI_10016752
Q0V9E9,
Q689Z5,CGI_10016755
Q6IDD9,
Q6IDD9,CGI_10016757
Q9US12,
P33527,
Q54U44,CGI_10016760
Q54U44,
Q8NA31,
P12276,
O54927,
Q8BTI8,CGI_10016766
O97788,
Q5I0D1,
Q5EBL4,CGI_10016769
P49020,
Q5ND52,
P17970,
Q55BM1,
Q5SPX3,CGI_10016779
B5X5N3,
Q8N4B4,
Q5NBU5,
Q5BK13,
Q3USH5,CGI_10016784
Q62388,CGI_10016785
Q13315,
Q5ND28,CGI_10016787
D2GXS7,
O65314,
O14495,CGI_10016795
Q9WTS8,
Q9WTS8,
Q9D994,
Q9H4Q4,
Q28824,CGI_10016803
P11799,
A2ASS6,
Q9I7U4,
Q95LI2,
Q9R0M6,CGI_10016812
P79942,CGI_10016813
Q96M89,
E1BNQ4,
Q5R824,
Q6X862,
Q6KEQ9,CGI_10016818
Q5BJF6,
Q93050,
A5PJA8,
Q32NW2,
O08848,
Q09YI3,
Q29RH4,
Q29RH4,
Q5RC79,CGI_10016833
Q29RH4,
Q9ESN6,
Q3ZCJ8,
Q96BM9,CGI_10016837
Q8K3K9,
Q07283,
Q39V17,
Q4R4D5,
A9WS93,
P08962,
B5X3I6,
Q95114,
P43143,
Q6PDY2,
Q9QXW0,
Q6NWX7,CGI_10016856
Q2KID0,
P00522,CGI_10016858
Q6DGF5,
P04412,
Q8BND5,CGI_10016862
Q9VBW3,
Q6NYV9,
Q32NT4,
Q5R7U2,
Q8CFH6,CGI_10016867
Q08C72,CGI_10016870
Q9CWV0,
O01393,
O01393,
O01393,
Q8VHI5,
B9A8D7,
P15989,
Q9P218,
Q5F384,
Q6DCU7,
Q5F4C0,
Q5RBX2,
A5A4L1,
A5A4L1,CGI_10016890
Q66KX2,
P41436,
Q61361,
Q9YGL1,
Q95SP2,
Q6P0U3,
Q6ZQ88,
Q9VRN5,
Q66II5,
Q66II5,
Q66II5,
Q9UPR5,
P70549,
O75691,
Q9H9B1,
Q5DW34,
O69060,
O69060,
A0JPE1,
O75063,
Q8QFV0,
D2GXS7,
O01393,CGI_10016933
O01393,CGI_10016934
O01393,
Q03412,CGI_10016937
A8MPX8,CGI_10016939
Q8CDU5,
P51147,CGI_10016941
Q9BZF3,CGI_10016942
Q9BTA9,CGI_10016943
Q5U4Q0,
Q03001,CGI_10016946
D3ZHV2,
Q80ZA4,CGI_10016948
Q04861,CGI_10016949
P04352,
P31696,
Q9WUN2,CGI_10016954
Q14164,CGI_10016955
Q3ZC89,
Q08BB2,
Q08BB2,
P61916,
Q12893,CGI_10016960
P78417,
P86861,
P86861,
Q8K078,
Q86TI4,
P36897,
Q4L9P0,
P0C7B7,
P70414,
P70549,
P70549,
A7E3C4,
P58872,
A5PKG6,
Q0VC03,
O54904,CGI_10016984
Q6NS09,CGI_10016985
P15043,
Q5UPX0,
Q8BHY3,CGI_10016988
Q8R5F7,
Q6Q899,CGI_10016990
Q28178,CGI_10016997
Q20930,
P43143,
Q9DAN9,
A6NNA5,
P79101,CGI_10017004
Q2KI15,
Q96B01,
O46560,
O00764,
Q28CA0,
Q9D8W5,
Q6NWH0,
Q5F4B8,
Q80WR1,
Q96SJ8,
Q8RWL2,
A4IGY3,
Q6GMK8,
P84245,
Q9D9G2,CGI_10017021
Q63054,
Q9C040,
Q4KL91,
Q9CY28,
Q05609,
Q24009,
Q5R614,CGI_10017030
Q5M823,
O75478,CGI_10017032
Q96KG7,
O75095,
Q0KK55,
Q28C55,
Q9NFT7,CGI_10017042
P91753,CGI_10017043
Q6NUA7,
O15050,
Q575S8,
O35929,
P84339,
O88992,
Q8VY26,
P42695,
D2GXS7,
Q5THJ4,
Q6DJL7,
O88822,
B9A8D7,
Q40588,
Q9SN68,
P18106,
A4Q9F4,
A4Q9F4,
B1WB06,
Q9WVC5,
P43446,
Q9Y6F9,
P21551,
A0JPI9,CGI_10017082
Q641C9,
Q9ESN6,
Q10227,
B3MFV7,CGI_10017089
Q04073,
Q96S38,
P36404,
Q9VXE5,
A2CG63,CGI_10017095
Q8CFJ7,
Q2T9S3,CGI_10017097
Q5RBG4,
Q3V6T2,
P79781,
Q86TV6,
Q9DAG5,
Q9ULG1,
Q800K6,
Q6DG03,
Q7Z0T3,CGI_10017107
Q61P40,CGI_10017108
Q96RW7,
P10983,CGI_10017112
Q05120,
Q3ZCX4,
Q9H2M3,CGI_10017122
O35490,
Q4AC94,
Q4FZT2,CGI_10017126
Q5XJD3,
Q9BXJ4,
O18973,
Q9GUM2,
D2GXS7,
O19105,
P43007,
P33224,
Q7KZ85,CGI_10017142
A7MCS3,
P52435,
Q5RJI4,
Q9DBB9,
Q4V8U5,
Q96I34,
O93530,CGI_10017151
Q9VLS1,
Q5XJP1,
Q6MG64,
O42329,
Q9ERS1,
O55096,
Q8VCK5,
Q9BSR8,
Q803U7,
Q92604,
Q96M32,
Q9CQI3,
O14522,CGI_10017170
Q6DK93,CGI_10017171
P55042,
A7Y2W8,
Q0VD19,
Q9BXJ8,
O17583,
P29691,
Q9BWU0,
Q6ZPT1,
O95876,
P28668,
Q4PM47,
Q96Q07,CGI_10017188
Q2YDP3,
P53569,CGI_10017190
Q9D8N3,
Q3MHQ7,
Q3MHQ7,
Q58D31,CGI_10017194
P20700,
O88801,
Q9Z160,
O15945,
Q21565,
Q99JB2,CGI_10017205
C0HBB2,CGI_10017207
Q3U1D0,
Q4R579,
P08472,CGI_10017210
P38287,
P20936,
P86952,
Q8BPT6,
Q8CBC6,
Q9WVF8,
Q9QZM8,
P10155,
Q8BZ20,CGI_10017222
Q8VEG6,
A2BHJ4,
P00367,CGI_10017227
Q17QJ5,
Q8BYI8,
P25931,
P30975,
P25931,
O14562,CGI_10017235
Q2TBP4,
Q8DWE0,
P41437,
P49614,
Q9EPR4,
Q1RHT6,
Q29RK2,
Q8R2K4,
Q5F3D7,
Q4H3P5,CGI_10017254
Q61316,
Q6PAD2,
Q14CM0,
A7MB34,
Q8WXW3,
Q9BW91,
P34641,
Q9Z0R9,
Q2T9X2,
Q99P55,CGI_10017264
P08953,CGI_10017269
Q5R9Y1,CGI_10017273
Q2PC20,
A0JM12,CGI_10017275
Q05AX3,
Q96A49,CGI_10017279
Q9N2M8,
Q9I969,
A6QR56,
Q174D3,
Q2PZL6,
P04359,
Q9JLL3,CGI_10017293
Q92823,
P20241,
Q15582,
P82198,
P82198,
P04179,CGI_10017307
Q15007,
P26043,CGI_10017309
Q6GL42,
Q7ZWY2,CGI_10017311
Q13467,
Q8JIY1,
Q02357,
Q5FVM1,
Q5RBT8,
A6QQY2,
P48065,
Q9Y345,
P34371,
Q5TYQ8,
A6QQL9,
Q7Z7N9,
Q16975,
Q3T0V9,CGI_10017333
A8C754,
Q2TBG7,
Q8N878,
P97878,
Q3SZV2,CGI_10017339
Q7Z401,CGI_10017343
Q9Z0L8,
P86789,
P86789,
Q9GPR3,CGI_10017349
Q9GPR3,
O54904,
Q9HCU4,CGI_10017354
Q9UM73,
Q9Y6K5,
Q9XZT6,
Q28DF4,
P51610,CGI_10017362
Q9ES30,
Q9ES30,
Q5TZE1,
P84022,
Q12739,CGI_10017371
Q96WM9,
Q69L99,
Q5R7C0,
P38993,
Q54JW9,
Q40588,
Q9XWD6,
Q9H5L6,
Q9WIJ5,
Q75NR7,
O94761,
P14003,
P14003,
Q8WY54,
Q6PCX9,
Q9ES88,
Q9GZT4,
Q86YT5,
Q6NYA0,
A5HK05,
Q1JPH6,
Q6DRL5,CGI_10017404
O74745,
P97526,CGI_10017406
D2GXS7,
Q5NVA9,
D2GXS7,
D2GXS7,
Q9VEG6,
Q9VFC8,
A2RU67,
Q1ENI8,
Q9VEG6,CGI_10017426
D2GXS7,
D2GXS7,
Q8SPU6,
Q9BXJ4,
Q9ESS6,
P12036,
Q9VNL4,CGI_10017440
Q06546,
O08523,
Q5PPM5,
O57337,
Q8AVU4,
P59326,
Q6IR37,
A6NN14,
O75439,
Q8JZN5,
Q8K135,
Q8J0I9,CGI_10017457
Q4UMH6,CGI_10017458
P19351,
P82596,CGI_10017462
Q9R0Q8,CGI_10017463
P10758,
P62839,
Q75QN2,
Q80TB8,
Q5ZKJ0,
Q6IV57,
Q8CJ96,
C7G0B5,
O75828,
Q5TKA1,
P20483,
P18910,
Q8K299,
Q96T88,
Q8JIF5,
Q9CUS9,
Q8BR65,
Q5RBB8,
Q9GZP9,
P68036,CGI_10017486
Q8K2J9,
Q56R14,
Q1LY77,CGI_10017490
Q8NFA0,
Q8UUY8,
P07207,
Q3T0M7,
P29590,
Q26626,
A5PK45,
A7MBH5,
Q4U0T9,
Q5NCP0,
Q5RFF8,
Q9CQL5,CGI_10017508
Q9WVT6,
Q2KIY1,
P98153,
Q5F4A9,
Q95JT3,
Q95JT3,CGI_10017516
O95835,CGI_10017521
Q0VD34,
Q9TRY0,
Q9UHP6,
O86938,
P28660,
Q9VXT2,
Q9BYK8,
Q9BYK8,
Q9Y493,
P54316,CGI_10017540
Q90352,
P86785,
P86954,
P86954,
Q0P4G8,
P0CI75,CGI_10017547
Q9N294,
O95251,
O35462,
Q16829,CGI_10017553
Q12955,
Q99NH2,CGI_10017555
P84082,CGI_10017557
Q75A26,CGI_10017558
P23811,
Q5RF73,
Q00651,
P78312,
Q8CDA1,
O01670,
Q9ULX7,
Q52KI8,
Q4PJX1,
P91620,CGI_10017574
P91621,
D3ZQG6,
D2GXS7,
O70277,
P04792,CGI_10017582
Q9VCA2,CGI_10017583
Q9VCA2,
Q9VCA2,
Q9VCA2,
Q9ESN6,CGI_10017588
Q9ESN6,
O75382,
A9JTP3,
Q8N695,
Q1EHB4,
P91929,
Q69ZU8,
O00231,CGI_10017600
Q9QYP2,
Q922R1,
Q9GP71,
Q9UQ07,CGI_10017610
Q9D2J7,
P11352,
Q5E9G1,
Q8N9M1,
Q3T0C9,
Q07G43,
Q9BGI1,
Q8VDL4,
Q8TBZ3,
Q54ZX8,
P11501,
Q9DB28,
Q1RLY6,
Q8HY24,
P52633,
Q9TUZ1,
Q5THR3,
Q5TCS8,
Q0VA77,
Q2T9Y1,
Q2YDN6,
Q8L884,
O96790,
Q9NFP5,
